student_id,gender,parental_education,internet_access,extracurricular,study_hours,attendance_pct,previous_exam_marks,assignment_marks,internal_marks,practice_test_score,sleep_hours,commute_minutes,final_exam_marks
S0258,Male,High School,Yes,Yes,4.3,83.5,72.0,70.0,58.0,56.0,5.6,58.0,66.0
S0336,Female,,Yes,Yes,2.0,69.5,66.0,68.0,58.0,48.0,7.4,28.0,56.6
S0016,Female,High School,Yes,No,5.2,61.3,68.0,67.0,68.0,47.0,6.8,41.0,56.8
S0645,Female,PhD,Yes,No,4.8,55.0,46.0,59.0,58.0,36.0,3.3,64.0,54.1
S0325,Male,High School,Yes,Yes,5.2,91.3,87.0,78.0,75.0,94.0,6.3,29.0,76.2
S0775,Male,Master,Yes,No,4.5,65.4,59.0,67.0,62.0,55.0,7.4,49.0,64.1
S0223,Male,PhD,Yes,Yes,4.2,86.3,59.0,70.0,56.0,70.0,6.7,21.0,67.7
S0180,Male,High School,No,No,5.4,89.7,50.0,71.0,84.0,53.0,6.7,11.0,62.1
S0661,Female,Master,Yes,No,4.6,59.9,36.0,100.0,52.0,46.0,6.6,31.0,60.5
S0522,Male,PhD,Yes,Yes,4.1,59.3,63.0,64.0,46.0,61.0,8.4,36.0,57.4
S0023,Female,Bachelor,Yes,No,6.8,76.8,80.0,62.0,78.0,84.0,6.7,15.0,83.9
S0357,Male,Master,No,No,5.2,73.0,63.0,77.0,79.0,66.0,9.2,52.0,68.0
S0962,Male,Bachelor,Yes,No,1.9,84.1,61.0,69.0,53.0,68.0,6.3,18.0,55.1
S0906,Male,PhD,Yes,Yes,8.2,93.7,97.0,94.0,81.0,74.0,5.8,34.0,84.8
S0341,Female,Master,Yes,Yes,0.5,73.8,57.0,51.0,53.0,52.0,7.8,46.0,50.1
S0432,Male,Bachelor,Yes,No,6.7,73.0,81.0,63.0,65.0,67.0,6.2,32.0,62.0
S0774,Male,Bachelor,Yes,No,30.3,86.2,75.0,91.0,71.0,90.0,7.1,26.0,70.2
S0851,Male,Master,Yes,No,5.5,100.0,58.0,66.0,50.0,51.0,6.5,35.0,57.8
S0204,Male,Bachelor,Yes,No,6.1,83.1,72.0,83.0,64.0,73.0,7.0,47.0,73.5
S0918,Female,Bachelor,Yes,No,6.4,88.4,74.0,65.0,66.0,83.0,7.6,23.0,71.6
S0094,Female,High School,Yes,No,7.0,78.2,66.0,64.0,76.0,59.0,7.5,46.0,68.0
S0571,Male,Bachelor,Yes,Yes,3.2,72.3,44.0,74.0,43.0,57.0,6.2,31.0,52.1
S0069,Female,Master,Yes,Yes,4.7,77.4,89.0,57.0,77.0,60.0,4.8,30.0,70.2
S0755,Female,High School,,No,6.9,75.9,87.0,69.0,71.0,74.0,,39.0,72.9
S0285,Male,Bachelor,No,No,7.4,72.3,46.0,52.0,65.0,60.0,7.2,22.0,56.7
S0928,Male,High School,Yes,Yes,4.5,92.4,60.0,93.0,70.0,75.0,5.5,37.0,68.3
S0435,Male,Bachelor,Yes,Yes,5.9,69.8,78.0,75.0,71.0,71.0,5.7,27.0,68.2
S0154,Male,Bachelor,Yes,No,4.0,72.6,59.0,78.0,59.0,63.0,8.6,42.0,63.7
S0076,Male,High School,No,No,7.1,78.8,68.0,56.0,67.0,66.0,7.2,58.0,64.6
S0747,Female,High School,Yes,Yes,9.2,,82.0,79.0,88.0,74.0,7.8,12.0,87.2
S0447,Female,Bachelor,Yes,Yes,7.0,79.5,72.0,82.0,62.0,53.0,8.9,9.0,77.8
S0189,Male,Bachelor,Yes,Yes,5.1,77.4,47.0,76.0,53.0,52.0,7.3,31.0,57.4
S0272,Male,High School,Yes,No,1.6,87.0,59.0,48.0,67.0,70.0,5.8,14.0,54.8
S0237,Male,Master,Yes,No,4.9,67.6,49.0,50.0,51.0,51.0,6.5,25.0,49.9
S0488,Female,High School,Yes,Yes,5.9,86.2,67.0,78.0,66.0,61.0,5.9,18.0,67.1
S0118,Male,High School,Yes,Yes,5.3,83.1,45.0,78.0,65.0,55.0,,19.0,58.0
S0836,Female,Bachelor,No,Yes,1.3,79.4,52.0,78.0,41.0,59.0,5.0,26.0,42.0
S0513,Male,Bachelor,Yes,Yes,3.6,55.5,69.0,73.0,78.0,54.0,7.4,29.0,60.6
S0077,Male,Master,Yes,Yes,2.6,66.8,61.0,59.0,49.0,57.0,8.3,42.0,50.7
S0686,Female,Bachelor,Yes,Yes,6.2,65.8,62.0,73.0,50.0,65.0,7.6,4.0,68.4
S0127,Male,Bachelor,Yes,No,7.1,91.8,78.0,94.0,83.0,74.0,,23.0,80.3
S0117,Male,High School,Yes,Yes,7.7,90.0,79.0,69.0,83.0,49.0,7.9,41.0,72.4
S0474,Male,High School,Yes,Yes,9.4,96.4,61.0,64.0,78.0,63.0,7.9,29.0,83.9
S0709,Male,High School,Yes,No,5.8,91.9,66.0,84.0,47.0,62.0,7.5,2.0,68.4
S0058,Female,PhD,Yes,No,7.1,78.6,75.0,77.0,71.0,79.0,8.7,45.0,74.5
S0690,Male,Master,,Yes,5.0,,65.0,70.0,64.0,49.0,5.9,36.0,68.2
S0930,Female,High School,,Yes,4.1,90.1,62.0,62.0,62.0,46.0,6.3,33.0,68.3
S0370,Male,Bachelor,Yes,Yes,5.7,80.0,70.0,,77.0,70.0,7.0,30.0,78.3
S0269,Male,Bachelor,Yes,Yes,5.1,63.6,72.0,77.0,54.0,78.0,9.2,26.0,67.3
S0047,Female,High School,No,No,4.7,90.1,59.0,77.0,87.0,66.0,,34.0,67.2
S0350,Male,High School,Yes,No,5.5,84.9,88.0,82.0,75.0,74.0,,50.0,77.7
S0196,Male,PhD,Yes,No,3.2,79.1,60.0,68.0,52.0,29.0,8.2,25.0,58.2
S0320,Female,Master,Yes,No,5.8,77.6,58.0,56.0,40.0,49.0,6.6,30.0,55.9
S0852,Female,PhD,Yes,Yes,2.6,83.2,69.0,63.0,64.0,52.0,6.8,31.0,57.7
S0707,Female,High School,Yes,No,5.2,56.7,52.0,71.0,56.0,53.0,6.7,39.0,56.5
S0753,Male,Master,Yes,Yes,,71.5,57.0,69.0,68.0,56.0,6.6,26.0,78.4
S0264,Female,Bachelor,Yes,Yes,4.3,83.2,56.0,75.0,66.0,52.0,7.0,19.0,59.4
S0444,Female,Bachelor,Yes,No,4.0,75.1,70.0,78.0,74.0,81.0,4.8,43.0,61.3
S0959,Male,Master,Yes,Yes,4.5,83.8,64.0,83.0,63.0,69.0,6.5,19.0,64.3
S0305,Female,Bachelor,Yes,Yes,4.9,63.0,69.0,60.0,57.0,48.0,5.8,67.0,52.7
S0342,Male,High School,Yes,Yes,4.6,81.0,68.0,69.0,65.0,60.0,8.8,21.0,74.5
S0614,Female,Master,No,Yes,1.1,89.2,66.0,67.0,68.0,63.0,6.3,14.0,55.3
S0987,Female,Bachelor,No,Yes,5.8,71.7,46.0,60.0,51.0,46.0,6.0,52.0,53.4
S0150,Male,High School,Yes,Yes,4.4,84.3,53.0,82.0,51.0,54.0,7.7,16.0,58.9
S0125,Female,High School,Yes,Yes,8.9,85.7,74.0,77.0,62.0,75.0,5.9,10.0,81.2
S0803,Female,Bachelor,No,Yes,9.4,98.0,64.0,73.0,49.0,74.0,6.6,16.0,76.6
S0870,Male,Master,No,No,3.4,93.9,66.0,81.0,63.0,68.0,8.0,32.0,77.2
S0051,Female,PhD,Yes,No,5.1,76.7,63.0,70.0,67.0,59.0,7.4,14.0,62.2
S0354,Female,Master,Yes,No,5.8,83.6,71.0,64.0,68.0,86.0,8.2,23.0,67.8
S0946,Male,Bachelor,Yes,No,4.7,62.3,54.0,50.0,56.0,61.0,6.3,44.0,58.2
S0143,Female,Bachelor,Yes,No,4.2,74.9,36.0,62.0,39.0,39.0,7.2,68.0,42.4
S0471,Male,Master,Yes,Yes,5.4,78.8,78.0,81.0,55.0,67.0,8.1,32.0,70.2
S0400,Male,Bachelor,Yes,No,1.8,66.5,56.0,86.0,45.0,53.0,6.4,37.0,43.1
S0717,Male,Master,Yes,Yes,2.2,66.1,53.0,58.0,44.0,71.0,7.1,2.0,62.8
S0321,Male,PhD,No,Yes,6.1,86.8,72.0,77.0,70.0,83.0,4.8,32.0,75.9
S0020,Male,High School,Yes,Yes,3.4,78.0,70.0,46.0,72.0,66.0,7.0,61.0,58.9
S0827,Female,High School,Yes,No,,80.3,60.0,63.0,71.0,80.0,6.6,35.0,56.9
S0807,Female,High School,No,Yes,5.6,67.5,64.0,72.0,69.0,72.0,5.8,32.0,56.8
S0826,Female,Master,Yes,Yes,6.0,69.7,77.0,76.0,64.0,61.0,4.9,22.0,71.3
S0408,Male,Bachelor,Yes,Yes,8.1,,83.0,78.0,59.0,70.0,7.5,10.0,76.2
S0538,Male,,Yes,Yes,5.3,86.8,93.0,69.0,76.0,69.0,6.2,30.0,77.0
S0636,Male,Bachelor,No,No,0.5,84.4,69.0,73.0,69.0,53.0,6.4,7.0,61.8
S0039,Male,Master,No,Yes,2.7,84.2,67.0,73.0,62.0,40.0,6.7,16.0,60.3
S0176,Female,Master,No,No,3.0,78.9,66.0,69.0,80.0,74.0,8.2,22.0,66.1
S0246,Male,High School,Yes,Yes,4.7,58.8,51.0,60.0,31.0,54.0,7.1,31.0,54.9
S0846,Male,Master,Yes,No,5.5,88.5,84.0,62.0,65.0,81.0,9.0,21.0,75.2
S0683,Female,Master,Yes,Yes,7.6,79.9,79.0,69.0,72.0,67.0,6.0,23.0,70.0
S0771,Male,High School,Yes,Yes,5.4,81.2,87.0,63.0,70.0,87.0,6.5,31.0,71.4
S0969,Male,Master,Yes,No,8.1,91.1,74.0,83.0,71.0,77.0,7.2,31.0,76.7
S0155,Male,Bachelor,Yes,Yes,5.9,81.2,62.0,65.0,73.0,62.0,7.8,40.0,78.3
S0288,Male,Bachelor,Yes,No,5.6,89.6,52.0,69.0,76.0,67.0,5.9,2.0,69.5
S0618,Female,Master,Yes,Yes,5.2,88.7,69.0,82.0,69.0,57.0,8.3,45.0,71.5
S0570,Female,Bachelor,Yes,No,4.6,83.0,57.0,74.0,66.0,65.0,7.1,25.0,66.8
S0760,Male,High School,Yes,No,5.6,80.7,66.0,79.0,63.0,63.0,3.4,50.0,57.1
S0018,Female,High School,Yes,Yes,7.0,86.9,52.0,76.0,46.0,46.0,7.9,2.0,63.7
S0128,Female,Master,Yes,No,5.6,68.8,50.0,58.0,53.0,48.0,7.2,30.0,58.8
S0323,Female,High School,Yes,Yes,3.1,96.2,81.0,77.0,68.0,78.0,5.5,16.0,68.1
S0256,Female,Master,No,Yes,3.1,97.7,79.0,77.0,60.0,72.0,5.3,22.0,69.5
S0689,Male,High School,Yes,Yes,5.9,73.8,51.0,75.0,54.0,62.0,7.3,34.0,56.0
S0985,Female,High School,Yes,Yes,2.0,72.7,59.0,69.0,59.0,51.0,8.2,4.0,51.9
S0191,Male,High School,Yes,No,6.3,90.3,75.0,78.0,88.0,79.0,6.8,29.0,73.9
S0116,Male,High School,No,Yes,0.5,92.8,59.0,70.0,56.0,66.0,8.2,38.0,51.7
S0632,Female,Master,Yes,Yes,5.1,94.1,95.0,98.0,88.0,65.0,10.0,48.0,85.0
S0607,Female,Bachelor,Yes,No,4.1,88.7,67.0,61.0,81.0,63.0,5.5,49.0,61.8
S0181,Female,Master,Yes,No,10.0,80.3,70.0,74.0,70.0,80.0,4.9,26.0,76.2
S0302,Female,High School,Yes,No,8.3,84.7,47.0,51.0,54.0,37.0,6.8,21.0,53.7
S0941,Male,High School,Yes,No,5.8,100.0,71.0,67.0,64.0,57.0,5.9,16.0,73.7
S0729,Female,High School,Yes,No,0.5,83.2,45.0,61.0,65.0,60.0,8.1,42.0,55.4
S0740,Male,Master,Yes,Yes,4.7,80.7,42.0,50.0,38.0,41.0,8.3,43.0,56.9
S0974,Female,,Yes,No,6.0,81.5,91.0,75.0,58.0,64.0,7.6,32.0,72.7
S0788,Female,,Yes,No,6.6,87.1,62.0,77.0,64.0,64.0,5.9,22.0,67.7
S0518,Male,Bachelor,Yes,No,4.4,86.0,68.0,62.0,55.0,66.0,4.7,20.0,55.5
S0412,Female,High School,,Yes,0.5,68.2,47.0,54.0,41.0,26.0,8.8,18.0,41.7
S0046,Male,Master,Yes,No,5.7,73.2,67.0,61.0,67.0,52.0,5.4,36.0,59.5
S0927,Male,Bachelor,Yes,Yes,4.7,85.8,61.0,87.0,53.0,60.0,6.4,36.0,58.9
S0158,Female,High School,No,Yes,2.4,83.2,70.0,64.0,78.0,71.0,6.6,51.0,64.9
S0761,Female,High School,No,Yes,7.0,93.9,70.0,95.0,58.0,98.0,6.3,36.0,80.5
S0172,Female,High School,No,Yes,5.2,87.9,74.0,81.0,63.0,74.0,7.3,13.0,71.7
S0017,Female,Bachelor,Yes,No,5.3,81.5,69.0,85.0,73.0,60.0,6.1,19.0,68.5
S0512,Male,Bachelor,Yes,Yes,4.2,84.5,58.0,76.0,71.0,47.0,6.7,58.0,61.8
S0049,Female,High School,Yes,No,6.3,74.5,70.0,68.0,70.0,75.0,8.2,71.0,68.6
S0992,Male,Master,Yes,No,5.8,63.3,84.0,81.0,74.0,65.0,8.8,31.0,79.3
S0858,Male,Bachelor,No,No,7.2,82.8,65.0,66.0,74.0,63.0,8.7,25.0,72.0
S0516,Female,PhD,No,No,8.0,89.3,82.0,78.0,49.0,46.0,7.0,53.0,77.2
S0912,Male,High School,,Yes,5.6,,68.0,60.0,65.0,80.0,5.4,42.0,69.7
S0481,Female,Bachelor,Yes,No,6.2,82.9,63.0,69.0,53.0,58.0,7.4,29.0,64.2
S0284,Male,Bachelor,Yes,No,4.2,68.7,63.0,65.0,62.0,72.0,7.7,37.0,61.2
S0735,Male,Master,Yes,No,3.8,86.3,73.0,82.0,70.0,56.0,6.7,21.0,63.9
S0670,Male,High School,No,No,1.2,64.3,48.0,67.0,55.0,31.0,8.1,30.0,43.1
S0226,Female,High School,Yes,No,3.4,63.6,64.0,60.0,57.0,60.0,7.6,31.0,59.2
S0027,Female,Bachelor,Yes,No,4.9,94.1,72.0,67.0,64.0,72.0,7.3,51.0,72.6
S0799,Female,High School,Yes,No,5.2,84.0,82.0,,69.0,74.0,5.2,19.0,69.4
S0438,Female,Bachelor,Yes,No,8.5,78.8,44.0,72.0,51.0,56.0,7.8,34.0,64.3
S0970,Male,High School,Yes,Yes,4.4,89.9,67.0,65.0,57.0,48.0,5.8,49.0,53.7
S0365,Male,,Yes,Yes,3.1,82.9,77.0,57.0,74.0,59.0,5.5,42.0,64.4
S0230,Female,High School,Yes,Yes,1.5,82.0,76.0,60.0,59.0,59.0,7.3,15.0,65.1
S0038,Male,Bachelor,Yes,Yes,9.2,79.1,75.0,66.0,57.0,48.0,6.9,14.0,75.8
S0986,Male,High School,Yes,Yes,6.7,95.4,70.0,83.0,67.0,52.0,4.6,25.0,65.2
S0375,Female,Master,Yes,No,2.8,79.4,67.0,82.0,82.0,54.0,5.5,30.0,57.4
S0470,Male,High School,Yes,No,0.5,75.7,48.0,59.0,73.0,41.0,6.8,46.0,45.7
S0988,Male,Bachelor,Yes,No,4.7,98.7,66.0,82.0,72.0,44.0,7.1,29.0,76.7
S0868,Female,Master,Yes,Yes,5.9,86.8,61.0,62.0,53.0,51.0,5.3,31.0,66.6
S0909,Male,Bachelor,Yes,No,7.3,80.6,58.0,85.0,67.0,50.0,7.3,49.0,65.3
S0742,Male,Bachelor,Yes,Yes,5.1,83.1,74.0,74.0,75.0,69.0,7.4,30.0,69.1
S0195,Male,Bachelor,No,No,4.9,85.5,53.0,63.0,61.0,60.0,9.0,14.0,61.5
S0935,Female,High School,No,Yes,9.2,78.4,69.0,72.0,54.0,80.0,6.7,38.0,73.3
S0882,Female,High School,Yes,No,6.7,85.4,75.0,85.0,63.0,68.0,6.2,48.0,67.0
S0504,Male,Bachelor,Yes,Yes,3.0,58.2,60.0,72.0,65.0,51.0,7.1,15.0,48.0
S0990,Male,Master,Yes,No,6.5,77.3,62.0,70.0,54.0,63.0,7.7,2.0,66.7
S0848,Female,High School,No,Yes,4.8,93.0,68.0,82.0,57.0,43.0,7.4,50.0,67.0
S0580,Male,High School,Yes,No,,67.1,58.0,76.0,79.0,73.0,7.5,30.0,69.6
S0989,Male,Bachelor,Yes,No,2.3,77.6,53.0,72.0,65.0,75.0,8.9,33.0,58.4
S0163,Female,Master,Yes,Yes,6.1,94.2,95.0,79.0,79.0,81.0,7.7,17.0,80.7
S0718,Male,Bachelor,Yes,Yes,5.6,64.9,79.0,79.0,70.0,70.0,5.3,33.0,66.6
S0153,Male,Bachelor,Yes,No,6.2,62.1,51.0,42.0,41.0,33.0,8.8,56.0,58.5
S0697,Male,Bachelor,Yes,Yes,5.9,72.8,36.0,69.0,45.0,47.0,6.7,32.0,52.4
S0716,Male,Bachelor,No,Yes,7.2,69.3,64.0,62.0,51.0,49.0,5.3,29.0,55.8
S0929,Male,,Yes,No,4.5,71.3,67.0,70.0,58.0,75.0,4.6,25.0,60.7
S0112,Male,High School,Yes,Yes,1.5,86.6,72.0,67.0,64.0,64.0,6.9,50.0,60.4
S0227,Male,High School,No,Yes,,89.6,89.0,81.0,72.0,92.0,9.3,33.0,79.4
S0704,Female,Bachelor,Yes,No,3.9,86.3,62.0,76.0,55.0,45.0,6.6,28.0,63.3
S0104,Female,High School,No,No,5.6,86.9,62.0,79.0,71.0,67.0,7.2,17.0,70.2
S0422,Male,Bachelor,Yes,No,8.4,81.7,57.0,86.0,48.0,49.0,6.9,16.0,67.1
S0420,Male,Master,Yes,Yes,30.9,95.8,87.0,84.0,85.0,77.0,8.2,48.0,82.2
S0849,Female,High School,Yes,No,30.0,57.1,66.0,70.0,57.0,65.0,8.6,58.0,71.5
S0587,Male,High School,Yes,No,3.0,60.5,57.0,74.0,55.0,60.0,,3.0,50.3
S0797,Male,Bachelor,Yes,No,5.2,93.0,79.0,62.0,65.0,60.0,6.8,24.0,73.7
S0673,Female,Bachelor,Yes,Yes,4.2,92.1,65.0,79.0,60.0,40.0,7.0,33.0,62.8
S0120,Female,PhD,Yes,Yes,6.8,85.3,63.0,71.0,64.0,65.0,5.9,52.0,68.0
S0054,Female,,Yes,No,4.9,85.7,66.0,64.0,62.0,55.0,5.8,37.0,57.0
S0152,Male,Bachelor,Yes,Yes,4.5,88.3,56.0,70.0,48.0,59.0,6.3,5.0,65.0
S0404,Male,High School,Yes,No,1.5,76.5,64.0,80.0,52.0,55.0,4.1,25.0,48.0
S0964,Male,Master,Yes,No,5.5,96.7,55.0,74.0,56.0,66.0,7.3,3.0,66.8
S0208,Male,High School,Yes,No,3.1,77.2,58.0,59.0,56.0,41.0,8.0,41.0,45.7
S0659,Female,High School,Yes,No,10.0,,77.0,73.0,61.0,65.0,6.5,6.0,78.8
S0884,Male,High School,Yes,Yes,4.0,90.0,50.0,,60.0,42.0,5.4,18.0,55.1
S0779,Male,High School,Yes,No,2.4,74.7,66.0,83.0,61.0,61.0,8.2,16.0,56.1
S0009,Male,High School,Yes,Yes,3.1,84.3,75.0,82.0,63.0,64.0,6.4,42.0,70.6
S0825,Male,High School,Yes,No,1.0,79.0,44.0,60.0,39.0,49.0,7.5,29.0,40.2
S0037,Female,Bachelor,Yes,Yes,4.3,,65.0,78.0,54.0,48.0,7.3,2.0,58.2
S0453,Male,Bachelor,Yes,No,6.0,89.2,82.0,97.0,92.0,78.0,5.9,62.0,80.2
S0652,Female,Master,Yes,Yes,5.1,82.4,62.0,81.0,60.0,77.0,6.5,24.0,69.6
S0254,Female,Master,No,Yes,2.9,66.1,53.0,57.0,74.0,46.0,6.4,2.0,58.2
S0304,Male,Master,Yes,No,4.0,75.3,66.0,83.0,59.0,58.0,9.2,50.0,69.4
S0763,Male,High School,Yes,No,6.7,81.7,66.0,69.0,70.0,73.0,8.4,42.0,71.3
S0572,Male,Bachelor,Yes,No,,87.4,59.0,82.0,64.0,48.0,7.3,11.0,64.3
S0624,Male,Bachelor,No,No,4.6,76.0,65.0,63.0,63.0,65.0,8.6,2.0,60.3
S0859,Male,High School,Yes,No,7.0,62.6,53.0,63.0,48.0,41.0,5.0,58.0,57.5
S0759,Female,,Yes,No,3.4,81.1,67.0,76.0,76.0,68.0,7.5,11.0,68.6
S0263,Male,High School,Yes,No,3.7,94.1,72.0,79.0,62.0,86.0,8.8,58.0,65.6
S0611,Male,Master,Yes,Yes,2.5,74.3,63.0,65.0,66.0,67.0,7.4,39.0,66.4
S0298,Male,Bachelor,Yes,Yes,5.4,88.5,74.0,74.0,64.0,47.0,5.7,10.0,66.6
S0415,Male,Master,No,Yes,6.5,85.2,67.0,78.0,71.0,66.0,5.6,24.0,69.1
S0151,Female,High School,Yes,Yes,6.5,83.6,60.0,78.0,65.0,51.0,7.9,37.0,71.8
S0862,Female,High School,Yes,Yes,4.5,73.7,49.0,57.0,39.0,58.0,5.6,48.0,50.6
S0641,Male,Bachelor,Yes,No,3.7,60.5,57.0,68.0,31.0,50.0,6.5,2.0,50.9
S0907,Male,High School,Yes,Yes,6.6,66.6,56.0,68.0,55.0,64.0,8.4,27.0,56.5
S0551,Female,High School,Yes,No,5.7,95.4,65.0,74.0,69.0,76.0,6.8,53.0,69.1
S0808,Female,Bachelor,Yes,No,2.5,64.4,65.0,67.0,53.0,56.0,4.8,31.0,58.7
S0489,Male,High School,Yes,No,6.3,,47.0,88.0,48.0,71.0,8.2,30.0,59.1
S0711,Male,High School,Yes,Yes,0.5,83.1,71.0,81.0,72.0,69.0,6.8,32.0,67.7
S0148,Female,Bachelor,Yes,Yes,3.9,71.7,52.0,83.0,76.0,57.0,6.8,30.0,63.3
S0147,Male,Master,No,Yes,0.5,72.7,47.0,66.0,59.0,70.0,7.6,24.0,49.8
S0737,Male,Bachelor,Yes,No,3.4,59.9,74.0,63.0,67.0,67.0,,34.0,62.4
S0950,Female,Master,Yes,No,4.5,58.2,28.0,29.0,42.0,15.0,6.0,27.0,38.4
S0756,Female,PhD,Yes,Yes,7.1,87.7,72.0,94.0,78.0,80.0,7.7,34.0,82.8
S0660,Male,Bachelor,Yes,Yes,5.4,80.4,54.0,80.0,52.0,48.0,6.5,33.0,62.3
S0349,Male,Bachelor,Yes,No,3.8,66.7,60.0,64.0,52.0,31.0,6.8,49.0,56.5
S0464,Male,Master,No,Yes,1.6,69.9,44.0,74.0,52.0,49.0,7.0,17.0,45.5
S0326,Female,Bachelor,,No,5.9,76.0,69.0,80.0,70.0,61.0,7.8,37.0,75.1
S0187,Female,High School,,No,3.1,80.0,67.0,79.0,37.0,66.0,5.9,34.0,53.8
S0124,Male,Bachelor,Yes,No,9.6,85.2,74.0,86.0,86.0,70.0,6.6,20.0,85.8
S0871,Female,High School,Yes,No,3.6,74.9,64.0,66.0,59.0,76.0,8.6,63.0,59.4
S0609,Female,Master,Yes,Yes,1.4,78.4,39.0,76.0,46.0,48.0,7.0,34.0,57.5
S0144,Male,Master,Yes,Yes,7.3,91.5,64.0,71.0,51.0,73.0,5.2,26.0,70.0
S0979,Male,High School,No,Yes,4.9,67.1,53.0,61.0,40.0,52.0,7.1,27.0,55.0
S0198,Female,Bachelor,Yes,No,3.3,84.1,57.0,66.0,59.0,69.0,5.6,13.0,62.1
S0610,Male,High School,No,No,5.4,100.0,71.0,68.0,73.0,78.0,5.7,22.0,76.7
S0280,Female,Master,Yes,Yes,6.1,89.1,76.0,66.0,55.0,49.0,7.2,29.0,64.7
S0294,Male,Master,Yes,No,3.4,68.5,43.0,51.0,51.0,34.0,6.0,31.0,47.0
S0401,Female,High School,Yes,Yes,1.0,81.0,65.0,90.0,62.0,68.0,5.7,2.0,60.2
S0123,Male,Master,Yes,Yes,5.9,75.4,66.0,78.0,73.0,60.0,7.9,37.0,79.0
S0184,Female,Bachelor,Yes,No,4.8,92.5,88.0,61.0,74.0,83.0,7.6,36.0,80.0
S0203,Male,High School,Yes,No,2.7,88.9,57.0,66.0,73.0,63.0,10.0,33.0,71.0
S0439,Male,Bachelor,No,Yes,,94.9,66.0,65.0,55.0,45.0,4.8,25.0,53.1
S0247,Male,Master,Yes,No,5.7,78.0,51.0,57.0,53.0,59.0,7.5,32.0,54.0
S0416,Male,PhD,Yes,Yes,7.0,89.6,65.0,77.0,64.0,76.0,5.2,13.0,74.6
S0793,Female,High School,No,No,6.2,89.4,69.0,91.0,61.0,66.0,4.6,21.0,64.6
S0782,Male,High School,Yes,No,3.8,88.5,65.0,75.0,70.0,60.0,9.6,15.0,69.9
S0924,Female,High School,Yes,Yes,4.5,91.1,61.0,59.0,51.0,51.0,5.6,23.0,52.8
S0785,Female,Master,Yes,Yes,3.6,,55.0,74.0,81.0,58.0,5.2,23.0,65.5
S0905,Male,Master,Yes,Yes,2.4,60.4,68.0,65.0,44.0,51.0,5.0,10.0,44.1
S0130,Male,Master,Yes,Yes,5.5,90.0,56.0,69.0,65.0,55.0,6.3,49.0,63.5
S0638,Male,Bachelor,Yes,No,2.8,64.1,53.0,70.0,42.0,53.0,9.5,21.0,48.2
S0403,Male,Bachelor,Yes,No,4.0,76.8,65.0,80.0,82.0,68.0,6.5,28.0,69.0
S0801,Male,Bachelor,Yes,Yes,1.2,83.6,64.0,64.0,58.0,55.0,7.1,45.0,57.6
S0787,Female,High School,Yes,No,7.4,,63.0,59.0,75.0,46.0,9.1,29.0,66.0
S0736,Female,Bachelor,No,No,1.3,86.8,71.0,71.0,58.0,59.0,5.4,30.0,54.1
S0931,Female,Bachelor,Yes,Yes,5.3,138.2,62.0,67.0,59.0,55.0,7.6,34.0,59.9
S0220,Male,High School,No,No,2.6,80.1,64.0,36.0,58.0,70.0,4.2,11.0,51.1
S0642,Male,Bachelor,No,No,9.4,90.7,69.0,,74.0,72.0,6.6,21.0,73.5
S0933,Female,Bachelor,Yes,No,5.3,86.1,85.0,72.0,68.0,74.0,7.1,40.0,74.6
S0853,Male,High School,No,Yes,7.5,74.2,74.0,74.0,57.0,66.0,5.8,56.0,69.8
S0824,Female,PhD,Yes,No,4.9,71.4,45.0,55.0,40.0,48.0,7.4,17.0,55.0
S0938,Male,,Yes,No,4.9,71.1,74.0,72.0,58.0,76.0,6.4,14.0,71.7
S0625,Female,High School,Yes,Yes,5.3,88.2,57.0,74.0,64.0,66.0,9.1,31.0,65.2
S0856,Male,Bachelor,Yes,Yes,3.1,91.2,62.0,60.0,64.0,74.0,8.2,19.0,65.5
S0951,Male,Bachelor,Yes,Yes,2.3,63.3,42.0,59.0,55.0,41.0,7.6,20.0,38.6
S0387,Female,High School,Yes,No,5.1,79.8,69.0,62.0,57.0,66.0,5.7,53.0,59.9
S0993,Male,Master,Yes,No,6.4,90.8,84.0,93.0,84.0,87.0,5.4,20.0,85.5
S0510,Female,PhD,Yes,No,6.1,65.8,64.0,72.0,48.0,71.0,4.7,41.0,63.5
S0268,Female,High School,Yes,Yes,7.4,76.3,66.0,67.0,76.0,65.0,7.9,33.0,64.8
S0837,Female,High School,Yes,Yes,0.7,88.6,66.0,56.0,61.0,63.0,5.1,16.0,56.6
S0442,Female,Bachelor,Yes,Yes,2.6,83.2,67.0,72.0,52.0,71.0,6.7,55.0,67.4
S0497,Female,Bachelor,Yes,Yes,4.2,,45.0,51.0,45.0,57.0,,26.0,46.9
S0113,Female,Master,Yes,Yes,2.6,66.2,66.0,61.0,67.0,51.0,7.6,48.0,47.1
S0692,Male,Bachelor,,No,4.1,87.3,51.0,63.0,57.0,53.0,6.6,36.0,46.5
S0233,Female,High School,Yes,Yes,3.9,84.2,67.0,63.0,71.0,60.0,4.1,61.0,67.2
S0887,Male,High School,Yes,Yes,8.7,81.4,76.0,53.0,69.0,74.0,5.1,27.0,74.1
S0608,Female,Master,No,Yes,2.1,75.0,77.0,75.0,60.0,57.0,6.9,2.0,59.1
S0672,Male,Bachelor,Yes,Yes,7.3,76.3,72.0,60.0,60.0,63.0,6.3,10.0,68.5
